district,crop,season,sowing_date,harvest_date,season_total_rainfall_mm,season_avg_temp_c,season_avg_humidity,soil_pH,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,organic_carbon_pct,soil_moisture_pct,yield_kg_per_ha,harvest_days,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha
Angul,Pulses,Kharif,2024-06-15,2024-10-30,1595,20.34,64.63,7.4,340,31,225,0.95,23.71,4647,137,64,39,43
Angul,Vegetables,Rabi,2022-11-15,2023-03-15,472,24.64,66.09,6.52,312,34,300,1.16,22.19,2692,120,66,31,48
Angul,Vegetables,Rabi,2022-11-15,2023-03-15,319,21.34,53.37,6.97,364,40,262,1.11,20.91,4246,120,62,48,40
Angul,Pulses,Rabi,2016-11-15,2017-03-15,246,23.42,66.05,7.13,321,45,273,0.61,30.43,2876,120,97,48,21
Angul,Vegetables,Summer,2022-03-20,2022-06-10,522,16.0,40.44,5.61,285,38,275,0.93,17.55,2154,82,60,49,48
Angul,Sugarcane,Kharif,2017-06-15,2017-10-30,1453,25.95,71.94,6.83,237,31,279,0.76,16.01,3673,137,50,74,33
Angul,Maize,Rabi,2018-11-15,2019-03-15,537,27.7,56.85,5.62,278,34,222,0.59,24.75,4780,120,55,79,56
Angul,Rice,Rabi,2020-11-15,2021-03-15,553,16.7,61.16,7.4,272,49,222,0.97,17.81,4425,120,95,65,49
Angul,Sugarcane,Kharif,2024-06-15,2024-10-30,1014,32.71,76.88,6.35,355,39,173,0.77,17.59,4703,137,45,79,24
Angul,Pulses,Rabi,2023-11-15,2024-03-15,370,18.69,61.45,5.95,220,29,229,0.85,16.41,4088,121,77,45,28
Angul,Sugarcane,Kharif,2019-06-15,2019-10-30,1566,28.4,73.46,6.95,381,60,298,0.8,32.01,3832,137,40,79,33
Angul,Vegetables,Rabi,2022-11-15,2023-03-15,490,22.76,58.39,6.29,322,53,268,0.91,20.42,5091,120,76,56,20
Angul,Groundnut,Rabi,2015-11-15,2016-03-15,327,26.01,62.36,6.19,372,44,228,0.59,20.34,2760,121,99,77,59
Angul,Pulses,Kharif,2021-06-15,2021-10-30,1266,22.69,68.02,6.06,287,38,219,0.82,28.94,2687,137,69,72,50
Angul,Pulses,Kharif,2019-06-15,2019-10-30,1251,21.52,68.57,6.88,319,50,209,0.92,18.34,5858,137,49,75,44
Angul,Maize,Rabi,2015-11-15,2016-03-15,467,22.58,45.11,5.83,206,45,269,0.89,28.43,3137,121,80,30,56
Angul,Pulses,Rabi,2017-11-15,2018-03-15,570,21.68,67.1,7.0,320,51,200,1.13,18.16,3930,120,77,32,35
Angul,Groundnut,Rabi,2017-11-15,2018-03-15,250,20.94,41.36,7.3,307,38,290,1.2,16.83,2597,120,87,74,39
Angul,Maize,Kharif,2019-06-15,2019-10-30,949,33.92,84.59,7.01,261,29,181,0.95,34.68,2527,137,87,63,55
Angul,Groundnut,Summer,2017-03-20,2017-06-10,564,21.9,60.84,6.78,276,49,251,1.05,34.63,5048,82,47,40,36
Angul,Rice,Summer,2022-03-20,2022-06-10,526,22.39,47.28,6.7,391,49,275,0.7,26.94,4190,82,123,64,57
Angul,Maize,Kharif,2016-06-15,2016-10-30,934,24.62,78.19,7.06,213,24,251,1.02,22.73,5361,137,47,46,23
Angul,Cotton,Summer,2024-03-20,2024-06-10,250,25.27,52.67,6.45,205,20,203,0.87,32.7,2444,82,78,37,35
Angul,Vegetables,Summer,2015-03-20,2015-06-10,209,16.06,56.58,7.2,234,50,171,0.62,16.65,4137,82,69,54,34
Angul,Maize,Kharif,2023-06-15,2023-10-30,1373,24.63,79.86,7.44,394,22,244,0.91,20.89,4770,137,71,33,39
Angul,Rice,Rabi,2024-11-15,2025-03-15,560,15.99,60.83,6.36,279,59,230,0.53,19.69,3915,120,80,39,37
Angul,Vegetables,Summer,2022-03-20,2022-06-10,201,25.46,48.07,7.24,326,42,208,1.14,16.22,4030,82,53,69,26
Angul,Maize,Summer,2020-03-20,2020-06-10,202,27.21,63.61,6.07,259,41,156,0.69,17.0,5353,82,72,50,57
Angul,Mustard,Rabi,2024-11-15,2025-03-15,539,21.97,68.25,6.95,224,28,178,1.17,16.29,4782,120,96,55,45
Angul,Cotton,Summer,2021-03-20,2021-06-10,464,20.25,64.17,7.12,355,60,287,0.52,30.89,5523,82,78,52,20
Angul,Mustard,Summer,2020-03-20,2020-06-10,202,16.33,50.82,6.63,253,41,211,1.13,27.03,5955,82,100,64,39
Angul,Mustard,Rabi,2019-11-15,2020-03-15,478,18.98,62.17,6.99,399,33,178,0.78,32.3,3552,121,86,62,42
Angul,Sugarcane,Rabi,2018-11-15,2019-03-15,580,17.48,60.15,6.31,306,29,152,1.12,34.58,5663,120,100,61,36
Angul,Vegetables,Rabi,2024-11-15,2025-03-15,589,16.12,61.47,5.56,377,59,158,1.0,34.97,5274,120,79,42,20
Angul,Mustard,Rabi,2016-11-15,2017-03-15,386,22.81,48.19,6.27,273,22,197,0.77,18.68,2409,120,84,48,49
Angul,Rice,Kharif,2015-06-15,2015-10-30,1157,24.73,81.62,6.39,241,54,172,0.97,20.35,2426,137,126,54,33
Angul,Groundnut,Summer,2016-03-20,2016-06-10,556,19.58,53.3,6.89,352,36,288,1.05,25.3,2569,82,46,55,29
Angul,Pulses,Kharif,2022-06-15,2022-10-30,1319,30.14,80.38,6.9,309,20,165,0.79,16.01,4206,137,89,60,25
Angul,Vegetables,Summer,2016-03-20,2016-06-10,474,23.63,48.89,7.49,301,33,283,1.18,26.72,2658,82,69,66,55
Angul,Groundnut,Summer,2016-03-20,2016-06-10,382,21.28,46.23,6.81,211,40,236,1.07,17.51,4997,82,94,58,33
Angul,Rice,Kharif,2023-06-15,2023-10-30,1320,27.99,62.24,5.8,379,51,256,0.96,24.91,2306,137,140,34,59
Angul,Vegetables,Summer,2021-03-20,2021-06-10,520,25.85,58.46,6.17,208,36,298,1.11,19.28,5508,82,62,52,45
Angul,Groundnut,Kharif,2024-06-15,2024-10-30,919,28.52,81.88,6.34,366,34,247,0.71,17.72,2108,137,96,53,39
Angul,Mustard,Kharif,2022-06-15,2022-10-30,1511,24.16,79.04,6.3,226,35,300,1.03,34.03,2341,137,66,39,20
Angul,Groundnut,Summer,2020-03-20,2020-06-10,270,25.23,57.17,5.96,234,22,170,0.64,26.3,5679,82,65,72,41
Angul,Maize,Summer,2024-03-20,2024-06-10,507,21.73,55.55,6.65,272,44,255,0.83,24.44,2690,82,53,39,37
Angul,Mustard,Summer,2021-03-20,2021-06-10,237,15.51,55.62,5.95,285,52,227,0.67,23.06,5611,82,68,60,24
Angul,Maize,Kharif,2018-06-15,2018-10-30,1271,32.97,71.13,6.77,348,40,202,0.7,23.16,2713,137,47,44,26
Angul,Groundnut,Rabi,2022-11-15,2023-03-15,512,26.72,52.68,6.51,212,59,235,0.71,34.79,3750,120,83,68,37
Angul,Groundnut,Rabi,2017-11-15,2018-03-15,528,27.86,65.35,5.58,304,47,198,0.79,22.87,3267,120,80,46,20
Angul,Rice,Rabi,2021-11-15,2022-03-15,593,26.34,63.61,6.36,392,33,274,0.56,32.59,4826,120,120,47,35
Angul,Vegetables,Kharif,2019-06-15,2019-10-30,1429,29.11,68.15,5.83,308,28,213,0.76,25.68,3412,137,50,64,21
Angul,Maize,Kharif,2022-06-15,2022-10-30,816,31.36,84.11,5.97,211,38,250,0.58,27.29,5372,137,74,73,57
Angul,Groundnut,Rabi,2018-11-15,2019-03-15,316,19.59,43.27,7.09,303,26,181,0.83,32.78,4188,120,52,48,27
Angul,Sugarcane,Rabi,2025-11-15,2026-03-15,245,18.15,66.01,7.47,370,32,205,0.67,28.96,3508,120,51,72,36
Angul,Cotton,Summer,2021-03-20,2021-06-10,244,27.89,57.88,6.1,376,60,272,0.57,26.96,5071,82,50,70,49
Angul,Maize,Kharif,2018-06-15,2018-10-30,962,33.95,76.39,5.66,319,55,262,0.82,32.16,4431,137,77,60,36
Angul,Groundnut,Kharif,2022-06-15,2022-10-30,1366,28.61,73.71,6.48,226,22,300,1.16,17.87,4651,137,100,45,37
Angul,Maize,Summer,2025-03-20,2025-06-10,325,20.25,50.73,6.03,360,35,171,0.96,29.74,5661,82,59,54,55
Angul,Groundnut,Kharif,2024-06-15,2024-10-30,875,23.71,74.66,6.27,375,37,281,0.72,21.87,2864,137,45,39,33
Angul,Maize,Rabi,2016-11-15,2017-03-15,585,19.69,66.44,6.36,325,33,155,0.72,30.62,5287,120,51,54,42
Angul,Cotton,Summer,2023-03-20,2023-06-10,560,16.35,60.18,5.71,397,47,221,0.92,30.58,3968,82,79,50,58
Angul,Rice,Summer,2021-03-20,2021-06-10,242,24.3,67.77,5.8,383,51,169,0.91,17.83,2956,82,115,38,54
Angul,Maize,Summer,2025-03-20,2025-06-10,367,19.52,55.7,7.24,345,59,246,0.83,28.76,2753,82,87,40,39
Angul,Sugarcane,Summer,2016-03-20,2016-06-10,547,21.0,52.0,5.85,323,35,189,0.84,17.64,3553,82,80,61,43
Angul,Groundnut,Kharif,2023-06-15,2023-10-30,1033,28.28,66.17,5.64,268,53,174,0.76,19.22,2183,137,89,71,31
Angul,Pulses,Rabi,2017-11-15,2018-03-15,251,16.64,41.15,6.02,395,27,193,1.06,28.89,4397,120,47,69,37
Angul,Mustard,Rabi,2016-11-15,2017-03-15,529,16.21,63.57,7.15,330,55,182,0.94,21.23,5337,120,56,60,26
Angul,Groundnut,Rabi,2018-11-15,2019-03-15,451,23.35,60.27,6.15,351,24,236,0.94,31.06,2465,120,93,58,52
Angul,Pulses,Summer,2021-03-20,2021-06-10,574,17.76,42.93,6.54,202,35,166,0.81,24.66,5011,82,52,37,35
Angul,Vegetables,Kharif,2019-06-15,2019-10-30,1280,22.75,84.11,6.88,283,50,252,1.15,16.13,2308,137,44,71,44
Angul,Vegetables,Rabi,2022-11-15,2023-03-15,306,23.66,58.24,6.69,324,22,249,0.85,23.93,5707,120,74,44,35
Angul,Rice,Summer,2017-03-20,2017-06-10,242,17.41,50.67,7.49,253,30,259,0.51,27.9,5521,82,104,67,36
Angul,Groundnut,Kharif,2020-06-15,2020-10-30,1495,21.18,75.43,5.84,352,26,270,1.17,15.83,4366,137,62,50,31
Angul,Sugarcane,Kharif,2025-06-15,2025-10-30,1184,30.52,76.14,6.5,257,32,197,0.97,29.78,2928,137,71,30,48
Angul,Mustard,Summer,2025-03-20,2025-06-10,317,20.28,58.67,6.8,286,53,275,0.94,22.45,5507,82,94,35,41
Angul,Pulses,Kharif,2020-06-15,2020-10-30,861,31.52,66.05,7.28,220,58,231,1.09,20.96,5600,137,83,61,35
Angul,Mustard,Summer,2024-03-20,2024-06-10,556,18.76,48.59,5.55,316,23,265,0.74,29.86,2977,82,86,54,42
Angul,Rice,Rabi,2025-11-15,2026-03-15,256,17.29,50.92,6.79,231,32,185,0.8,21.62,4929,120,103,50,21
Angul,Maize,Rabi,2025-11-15,2026-03-15,410,26.99,56.82,6.35,325,33,186,0.62,34.26,5744,120,41,55,25
Angul,Sugarcane,Summer,2015-03-20,2015-06-10,517,27.22,51.51,5.82,302,22,182,0.87,21.7,4932,82,94,74,28
Angul,Sugarcane,Summer,2022-03-20,2022-06-10,238,16.84,52.74,6.88,321,53,298,1.05,33.43,4237,82,56,63,42
Angul,Maize,Kharif,2020-06-15,2020-10-30,1589,25.55,77.85,6.62,258,21,294,0.74,17.64,4045,137,55,59,47
Angul,Rice,Summer,2015-03-20,2015-06-10,550,24.79,68.47,7.06,209,43,236,0.72,32.08,2163,82,91,77,21
Angul,Vegetables,Kharif,2024-06-15,2024-10-30,926,25.62,63.01,6.54,268,26,246,1.03,24.05,4492,137,70,70,28
Angul,Rice,Summer,2019-03-20,2019-06-10,551,20.68,49.14,6.02,242,48,178,0.63,23.36,5203,82,112,59,50
Angul,Maize,Rabi,2021-11-15,2022-03-15,372,16.78,43.09,6.84,299,54,273,0.53,28.07,2797,120,40,64,23
Angul,Cotton,Summer,2017-03-20,2017-06-10,584,15.2,67.64,5.91,398,58,266,1.0,26.78,5243,82,98,61,52
Angul,Cotton,Rabi,2017-11-15,2018-03-15,525,20.13,61.08,6.39,225,45,185,1.17,31.71,2667,120,41,33,39
Angul,Vegetables,Kharif,2019-06-15,2019-10-30,1569,33.51,82.42,5.51,255,37,299,1.1,32.38,3195,137,80,55,43
Angul,Rice,Summer,2019-03-20,2019-06-10,311,23.94,45.83,6.69,314,59,182,0.57,18.84,3733,82,147,74,42
Angul,Rice,Kharif,2022-06-15,2022-10-30,1235,34.03,66.23,7.4,380,58,175,0.93,17.46,4177,137,139,38,45
Angul,Pulses,Rabi,2015-11-15,2016-03-15,288,17.89,42.23,5.78,301,57,186,0.75,30.77,5683,121,86,67,21
Angul,Sugarcane,Rabi,2015-11-15,2016-03-15,236,26.33,42.72,5.88,289,55,267,0.9,19.38,5885,121,51,62,24
Angul,Cotton,Kharif,2018-06-15,2018-10-30,1295,30.24,79.59,5.54,362,50,229,0.94,16.41,2512,137,42,69,27
Angul,Pulses,Summer,2022-03-20,2022-06-10,365,24.12,47.95,7.14,206,39,239,0.68,25.28,4759,82,76,71,20
Angul,Mustard,Summer,2025-03-20,2025-06-10,443,26.67,67.82,6.1,323,44,150,0.99,17.14,3728,82,49,56,45
Angul,Rice,Rabi,2024-11-15,2025-03-15,558,17.08,41.86,6.29,393,31,227,1.08,32.79,3373,120,128,38,36
Angul,Maize,Summer,2017-03-20,2017-06-10,204,18.97,47.91,6.67,219,22,230,0.92,33.23,4539,82,83,38,60
Angul,Rice,Rabi,2024-11-15,2025-03-15,537,27.23,40.11,5.85,230,37,299,0.98,29.67,2800,120,84,72,53
Angul,Rice,Summer,2017-03-20,2017-06-10,573,19.17,40.22,6.67,393,59,207,1.05,18.66,2239,82,86,38,47
Angul,Rice,Kharif,2023-06-15,2023-10-30,1372,29.43,61.75,6.6,399,38,174,1.1,25.6,5440,137,141,31,21
Angul,Sugarcane,Rabi,2016-11-15,2017-03-15,589,19.94,43.44,5.61,384,33,276,0.95,33.15,3868,120,87,70,33
Angul,Pulses,Kharif,2025-06-15,2025-10-30,868,31.82,84.65,7.29,373,51,195,1.02,15.01,4040,137,46,44,21
Angul,Mustard,Rabi,2017-11-15,2018-03-15,396,15.18,47.45,6.1,271,42,253,0.71,18.71,5790,120,56,33,27
Angul,Cotton,Summer,2023-03-20,2023-06-10,577,16.65,57.42,7.44,303,57,190,0.66,17.76,2536,82,78,63,54
Angul,Maize,Kharif,2025-06-15,2025-10-30,1266,32.17,80.28,6.58,388,50,233,0.9,18.81,4371,137,52,37,36
Angul,Rice,Kharif,2025-06-15,2025-10-30,1289,27.7,74.02,5.65,270,32,205,0.67,29.29,4757,137,149,71,41
Angul,Rice,Rabi,2025-11-15,2026-03-15,589,15.27,43.3,7.35,397,23,161,0.61,23.09,5704,120,114,44,40
Angul,Rice,Rabi,2017-11-15,2018-03-15,531,17.85,67.93,6.64,264,57,259,0.59,25.08,5964,120,82,60,21
Angul,Sugarcane,Rabi,2019-11-15,2020-03-15,529,23.96,46.71,5.62,287,29,196,1.06,30.49,5909,121,79,40,51
Angul,Mustard,Summer,2019-03-20,2019-06-10,442,18.69,45.7,7.5,359,36,194,1.14,28.2,5516,82,87,76,55
Angul,Rice,Rabi,2024-11-15,2025-03-15,592,15.76,53.7,6.62,360,47,164,0.96,30.19,2899,120,97,48,34
Angul,Rice,Kharif,2015-06-15,2015-10-30,1491,26.78,67.37,6.55,252,50,212,0.91,21.31,4190,137,134,52,41
Angul,Vegetables,Rabi,2017-11-15,2018-03-15,480,22.33,63.01,6.21,258,25,239,1.04,32.3,4569,120,60,33,38
Angul,Maize,Rabi,2021-11-15,2022-03-15,278,27.1,46.05,5.57,304,36,278,0.63,30.11,3914,120,81,33,44
Angul,Cotton,Summer,2016-03-20,2016-06-10,263,17.28,67.79,7.07,256,35,205,0.76,16.59,2559,82,92,42,44
Angul,Vegetables,Kharif,2025-06-15,2025-10-30,1024,32.33,62.87,6.43,377,22,203,1.15,25.41,2898,137,98,35,41
Angul,Pulses,Rabi,2021-11-15,2022-03-15,320,19.27,48.77,7.38,395,29,285,0.61,22.13,5446,120,45,69,37
Angul,Vegetables,Kharif,2024-06-15,2024-10-30,870,26.58,60.95,7.1,222,28,211,0.95,20.8,4794,137,61,61,44
Angul,Cotton,Kharif,2023-06-15,2023-10-30,1066,25.68,61.58,5.97,274,40,252,0.68,29.14,3966,137,46,75,59
Angul,Vegetables,Kharif,2025-06-15,2025-10-30,1228,21.3,81.59,5.51,299,48,158,0.53,25.94,3226,137,77,75,29
Angul,Groundnut,Summer,2018-03-20,2018-06-10,526,27.14,67.7,6.56,286,44,291,0.61,28.35,3205,82,84,70,56
Angul,Rice,Summer,2022-03-20,2022-06-10,568,15.2,59.95,6.75,310,58,223,0.98,33.49,3485,82,82,40,33
Angul,Maize,Summer,2020-03-20,2020-06-10,449,19.35,64.15,6.42,268,37,157,0.94,15.61,5142,82,90,72,40
Angul,Sugarcane,Rabi,2021-11-15,2022-03-15,201,21.01,58.27,7.3,206,59,203,0.8,22.3,4797,120,44,50,21
Angul,Cotton,Summer,2020-03-20,2020-06-10,344,24.67,59.01,6.17,244,25,210,1.13,21.59,5873,82,58,55,37
Angul,Rice,Kharif,2018-06-15,2018-10-30,1099,25.12,64.09,7.11,315,28,176,0.65,31.35,4747,137,143,60,52
Angul,Rice,Summer,2022-03-20,2022-06-10,359,24.13,55.56,5.63,314,41,202,1.15,27.35,2812,82,116,43,24
Angul,Mustard,Kharif,2019-06-15,2019-10-30,1149,29.24,65.75,5.85,302,21,241,0.97,20.2,3361,137,56,35,33
Angul,Groundnut,Kharif,2020-06-15,2020-10-30,1387,29.64,73.41,6.17,384,23,172,0.83,22.28,2720,137,56,31,30
Angul,Cotton,Summer,2018-03-20,2018-06-10,472,16.23,53.42,6.5,251,22,214,0.98,25.94,3122,82,88,39,38
Angul,Vegetables,Rabi,2015-11-15,2016-03-15,229,23.2,58.57,6.61,381,44,189,0.68,24.79,2222,121,57,48,30
Angul,Groundnut,Summer,2018-03-20,2018-06-10,306,15.81,57.7,5.63,367,33,193,0.8,17.8,3426,82,67,71,48
Angul,Vegetables,Rabi,2024-11-15,2025-03-15,223,22.48,54.29,7.21,395,48,158,1.13,18.42,5317,120,98,70,56
Angul,Vegetables,Rabi,2025-11-15,2026-03-15,416,25.38,67.2,5.94,265,40,174,0.67,17.78,4706,120,43,60,46
Angul,Vegetables,Kharif,2022-06-15,2022-10-30,1251,28.36,78.22,5.68,290,22,284,0.64,21.48,2730,137,71,53,41
Angul,Pulses,Summer,2021-03-20,2021-06-10,262,26.12,41.67,7.35,333,42,282,0.61,23.84,2683,82,68,38,41
Angul,Cotton,Summer,2022-03-20,2022-06-10,388,27.95,57.29,5.78,344,29,255,0.52,21.21,2089,82,79,64,52
Angul,Pulses,Summer,2020-03-20,2020-06-10,216,24.09,52.37,7.39,372,37,268,0.75,16.01,3966,82,64,47,44
Angul,Rice,Kharif,2017-06-15,2017-10-30,803,28.35,84.49,7.02,369,29,213,0.6,16.09,5275,137,139,62,35
Angul,Pulses,Kharif,2021-06-15,2021-10-30,1212,27.82,78.68,6.95,210,38,159,1.05,34.55,4535,137,80,34,53
Angul,Cotton,Summer,2022-03-20,2022-06-10,568,26.6,45.52,6.07,396,30,283,0.56,31.63,3276,82,92,44,44
Angul,Pulses,Kharif,2021-06-15,2021-10-30,1435,34.67,67.75,6.07,357,37,191,0.97,32.78,2880,137,81,37,37
Angul,Sugarcane,Kharif,2021-06-15,2021-10-30,951,34.05,65.64,7.44,298,20,259,0.66,16.64,3075,137,82,59,21
Angul,Rice,Rabi,2020-11-15,2021-03-15,586,15.54,67.65,6.78,320,54,242,1.05,24.24,5302,120,128,70,56
Angul,Vegetables,Kharif,2024-06-15,2024-10-30,1063,25.99,78.39,7.26,338,39,200,1.13,34.0,2363,137,49,55,25
Angul,Groundnut,Summer,2018-03-20,2018-06-10,274,19.82,64.89,6.55,202,35,239,0.77,29.39,5028,82,61,58,47
Angul,Sugarcane,Rabi,2017-11-15,2018-03-15,226,21.24,44.57,6.41,250,47,197,0.96,29.23,2439,120,52,52,23
Angul,Mustard,Rabi,2018-11-15,2019-03-15,472,20.97,42.57,5.84,343,51,181,0.69,17.38,5548,120,44,42,25
Angul,Vegetables,Rabi,2019-11-15,2020-03-15,382,23.54,55.51,6.5,363,40,189,0.54,29.95,2476,121,57,67,55
Angul,Sugarcane,Kharif,2021-06-15,2021-10-30,889,24.41,60.71,5.59,306,28,158,1.11,17.64,2513,137,97,72,45
Angul,Pulses,Rabi,2016-11-15,2017-03-15,558,25.02,40.84,6.39,280,42,290,1.18,18.19,4444,120,95,77,57
Angul,Maize,Summer,2019-03-20,2019-06-10,520,21.04,41.28,5.6,306,22,190,0.82,27.1,4540,82,42,64,23
Angul,Groundnut,Summer,2017-03-20,2017-06-10,395,27.52,54.3,6.18,324,22,227,0.73,26.81,3795,82,85,46,51
Angul,Cotton,Summer,2023-03-20,2023-06-10,405,25.21,54.51,6.55,393,39,195,0.5,30.62,4073,82,56,51,57
Angul,Vegetables,Summer,2019-03-20,2019-06-10,254,15.27,43.29,6.04,304,28,258,0.86,16.67,4130,82,50,32,54
Angul,Mustard,Rabi,2020-11-15,2021-03-15,378,20.3,59.88,6.29,266,27,289,0.72,23.15,2050,120,55,65,31
Angul,Sugarcane,Summer,2022-03-20,2022-06-10,297,22.45,41.93,5.92,262,21,258,0.52,20.82,5635,82,83,39,52
Angul,Mustard,Summer,2019-03-20,2019-06-10,343,22.82,45.95,7.2,288,29,273,1.04,33.93,3861,82,43,37,33
Angul,Vegetables,Summer,2020-03-20,2020-06-10,259,15.2,48.0,6.66,293,24,192,1.19,16.38,5853,82,69,70,28
Angul,Mustard,Rabi,2016-11-15,2017-03-15,271,27.87,43.57,5.93,230,50,162,0.6,18.75,3090,120,85,63,22
Angul,Groundnut,Rabi,2023-11-15,2024-03-15,404,23.45,44.64,6.37,319,45,169,0.98,34.81,3944,121,94,63,33
Angul,Pulses,Summer,2016-03-20,2016-06-10,228,18.23,52.51,6.43,356,47,212,0.95,22.31,2744,82,60,64,47
Angul,Vegetables,Kharif,2018-06-15,2018-10-30,1265,30.11,78.28,6.55,369,44,290,0.93,27.03,5247,137,82,77,50
Angul,Rice,Summer,2015-03-20,2015-06-10,256,27.42,45.64,5.86,200,52,276,1.1,30.19,5171,82,132,72,53
Angul,Mustard,Kharif,2021-06-15,2021-10-30,826,25.7,63.98,5.81,338,40,166,1.01,24.96,4737,137,71,36,32
Angul,Groundnut,Rabi,2022-11-15,2023-03-15,564,18.11,60.72,7.25,237,35,182,1.19,15.96,3971,120,89,46,28
Angul,Rice,Summer,2021-03-20,2021-06-10,322,27.97,40.33,6.66,230,32,201,1.08,32.34,5075,82,145,49,23
Angul,Groundnut,Summer,2019-03-20,2019-06-10,539,15.47,40.07,5.93,304,44,213,0.97,30.19,4655,82,50,37,34
Angul,Groundnut,Rabi,2017-11-15,2018-03-15,245,25.54,41.49,6.94,254,24,196,0.59,27.31,3941,120,95,60,45
Angul,Rice,Summer,2020-03-20,2020-06-10,547,17.88,58.25,6.98,331,53,284,0.92,25.44,4541,82,119,51,37
Angul,Rice,Kharif,2020-06-15,2020-10-30,841,30.23,77.87,5.71,234,26,219,0.9,17.13,2945,137,148,55,44
Angul,Mustard,Summer,2022-03-20,2022-06-10,273,19.53,48.28,5.72,312,37,185,0.92,17.81,3291,82,61,48,56
Angul,Rice,Rabi,2015-11-15,2016-03-15,436,27.71,51.07,7.28,265,37,200,0.69,25.26,2216,121,89,49,39
Angul,Rice,Summer,2017-03-20,2017-06-10,227,27.45,48.2,5.81,367,24,245,1.06,23.66,3285,82,109,44,52
Angul,Vegetables,Kharif,2017-06-15,2017-10-30,892,20.38,61.98,6.84,357,35,151,0.59,22.05,2869,137,44,31,35
Angul,Maize,Summer,2017-03-20,2017-06-10,265,15.79,46.6,6.06,211,50,154,0.79,27.94,2079,82,87,74,28
Angul,Groundnut,Kharif,2019-06-15,2019-10-30,1275,33.96,83.83,5.91,273,41,190,1.07,19.47,2884,137,71,74,29
Angul,Rice,Summer,2016-03-20,2016-06-10,579,18.81,40.16,7.5,360,40,243,1.06,21.33,5454,82,81,51,27
Angul,Pulses,Kharif,2019-06-15,2019-10-30,879,34.21,67.21,5.93,373,54,234,0.73,21.08,2242,137,70,53,32
Angul,Cotton,Summer,2021-03-20,2021-06-10,525,19.89,48.24,6.74,282,36,249,1.09,15.26,3017,82,88,49,33
Angul,Sugarcane,Rabi,2018-11-15,2019-03-15,256,21.91,53.35,6.65,294,27,180,0.61,31.05,3886,120,66,48,50
Angul,Cotton,Rabi,2023-11-15,2024-03-15,571,25.86,66.04,6.47,361,29,175,0.84,27.24,2596,121,86,46,56
Angul,Sugarcane,Summer,2025-03-20,2025-06-10,316,16.54,46.07,5.84,331,34,299,0.84,27.79,3575,82,60,68,42
Angul,Cotton,Summer,2025-03-20,2025-06-10,247,24.93,51.82,6.14,361,39,289,0.88,22.64,2717,82,81,34,57
Angul,Maize,Summer,2020-03-20,2020-06-10,469,24.37,62.91,5.8,338,58,156,0.8,23.85,3039,82,65,45,39
Angul,Vegetables,Summer,2018-03-20,2018-06-10,229,18.41,55.16,6.68,362,42,180,0.91,21.7,4631,82,92,77,57
Angul,Pulses,Kharif,2023-06-15,2023-10-30,1444,31.6,69.33,7.22,323,55,165,1.08,27.52,2956,137,98,75,28
Angul,Sugarcane,Kharif,2021-06-15,2021-10-30,1298,32.65,68.96,5.93,220,44,177,0.92,22.58,4721,137,78,60,58
Angul,Sugarcane,Summer,2025-03-20,2025-06-10,268,15.78,65.95,7.12,294,24,286,0.76,23.15,2092,82,67,51,54
Angul,Groundnut,Rabi,2024-11-15,2025-03-15,399,27.05,48.34,6.63,274,20,274,0.98,21.28,4344,120,71,60,55
Angul,Cotton,Rabi,2022-11-15,2023-03-15,316,21.83,51.59,6.7,388,47,279,0.58,27.48,5491,120,91,61,43
Angul,Sugarcane,Rabi,2018-11-15,2019-03-15,276,21.3,45.79,7.44,223,46,204,0.62,22.07,3030,120,71,68,44
Angul,Cotton,Kharif,2025-06-15,2025-10-30,1086,30.46,76.44,6.1,221,27,288,0.82,26.0,5901,137,98,31,57
Angul,Rice,Rabi,2021-11-15,2022-03-15,493,15.39,41.29,6.31,220,46,153,0.69,30.6,4783,120,146,36,41
Angul,Cotton,Rabi,2019-11-15,2020-03-15,468,27.86,57.65,7.3,260,26,154,0.63,28.58,2238,121,79,55,50
Angul,Pulses,Kharif,2018-06-15,2018-10-30,921,22.97,74.59,7.5,259,27,231,1.18,15.65,4787,137,53,77,26
Angul,Mustard,Kharif,2021-06-15,2021-10-30,1362,25.8,71.57,7.44,315,47,284,1.05,34.22,3202,137,67,67,30
Angul,Groundnut,Rabi,2017-11-15,2018-03-15,474,19.26,52.62,6.19,282,35,285,1.03,23.05,4615,120,69,63,24
Angul,Pulses,Summer,2025-03-20,2025-06-10,578,21.08,62.77,6.48,280,56,197,0.76,22.12,4295,82,100,51,26
Angul,Groundnut,Kharif,2015-06-15,2015-10-30,880,30.7,62.45,5.65,303,39,296,0.94,28.18,3017,137,43,69,23
Angul,Cotton,Rabi,2025-11-15,2026-03-15,353,21.95,50.44,7.21,238,56,293,1.17,24.15,2344,120,70,63,28
Angul,Groundnut,Kharif,2022-06-15,2022-10-30,1198,26.34,82.69,6.47,233,32,151,0.86,29.86,4959,137,62,66,30
Angul,Pulses,Rabi,2018-11-15,2019-03-15,410,19.1,68.51,6.73,304,22,296,0.76,16.44,4451,120,56,42,24
Angul,Vegetables,Summer,2020-03-20,2020-06-10,408,15.43,56.18,6.64,367,52,220,0.88,24.59,2245,82,44,37,55
